cod,bandgap_energy_ev,group
1507157,3.3859,train
2001952,1.14704,train
2241558,3.33236,train
2208172,2.63269,train
2104593,4.00632,train
2004426,4.06829,train
4025684,3.4687,train
1517227,2.69189,train
4112466,1.47571,train
1506295,2.39025,train
1506239,3.22427,train
4023396,2.54202,train
2230339,2.36741,train
5000204,5.13795,train
4320095,2.60023,train
4512788,3.79882,train
7209624,1.12437,train
2011650,3.21279,train
2010271,4.5145,train
4060565,1.96603,train
4024574,4.30095,train
1516663,3.28249,train
4025556,3.4218,train
2207714,4.34239,train
7215124,1.8891,train
4021409,3.4617,train
7152830,3.41757,train
2208058,6.66796,train
4027136,2.30842,train
2235480,1.54603,train
4076349,2.44401,train
4026724,3.6663,train
4063576,2.8829,train
4029237,2.3645,train
2237623,2.47155,train
4024011,1.67498,train
4068987,1.65384,train
2224878,2.80201,train
4500334,3.63518,train
4020449,4.61484,train
1500039,3.32914,train
1503889,1.85296,train
4114987,2.54723,train
7112222,1.11345,train
2239207,3.33451,train
2103904,4.53369,train
2222637,2.94085,train
2011892,2.73789,train
7111863,3.62848,train
7155084,3.38609,train
1505843,3.76781,train
4028530,2.33866,train
4507899,0.81199,train
2100350,4.33588,train
4027056,3.39227,train
4065358,2.29808,train
2014075,2.86833,train
1540483,4.27283,train
7205195,3.76305,train
1513913,1.68982,train
1504738,2.75773,train
4065001,2.65204,train
1503767,3.27785,train
7106942,5.3177,train
2230380,3.54838,train
7050900,3.6764,train
2000526,3.93918,train
1502568,3.50515,train
2203510,1.46697,train
4084185,3.81828,train
4024561,4.34836,train
7055016,1.417,train
4030977,2.4823,train
4505020,4.51274,train
4028863,2.55302,train
1534425,1.99855,train
4020565,2.56312,train
2202134,5.38118,train
2104248,4.13039,train
7050873,2.49991,train
2205490,2.78097,train
2238620,2.74477,train
2207962,3.99875,train
4113025,3.22157,train
4512789,3.80683,train
7210541,2.34459,train
2211500,2.995,train
4023857,2.72158,train
7152278,4.14327,train
4075160,2.63612,train
4020528,2.36039,train
2231170,1.34122,train
2007280,3.12103,train
4076628,2.33767,train
7102713,1.13917,train
7153528,2.58515,train
4027844,2.72428,train
4021808,4.00847,train
1100661,2.69071,train
7151266,4.15116,train
2216557,2.67112,train
4115151,2.75221,train
2101384,4.82662,train
4102603,4.03215,train
2206310,3.02279,train
4061815,2.78902,train
4066100,2.15382,train
4086588,3.07061,train
2237918,2.21574,train
4027608,2.01336,train
1506864,3.73774,train
7109671,1.5378,train
4065230,3.06985,train
2231924,2.2979,train
7203242,2.71581,train
2010563,4.10167,train
2238328,2.35897,train
4027595,2.10258,train
2001552,3.20593,train
2231432,3.0216,train
4021862,4.15528,train
7203481,0.94703,train
4020606,1.60491,train
1515902,3.21357,train
4111801,1.5533,train
4029016,2.10826,train
1515094,3.16634,train
4028964,2.72279,train
4513102,1.14852,train
1513282,6.24067,train
2212493,2.56129,train
7214425,4.65712,train
7104724,1.707,train
4064074,3.90949,train
4508435,1.67254,train
4029800,3.38795,train
1507737,3.95696,train
7026056,3.14951,train
1504701,2.72706,train
2238705,3.64411,train
7002421,2.42682,train
4113414,2.96134,train
1504299,2.02148,train
1502245,1.95443,train
1508311,1.23579,train
2212018,3.21924,train
8101118,3.33349,train
2235439,3.4348,train
2004277,4.4571,train
4028049,2.3271,train
4021589,2.704,train
2236620,3.9035,train
2204988,2.17099,train
8102203,2.76283,train
2237584,3.1202,train
2236362,3.64924,train
2217913,1.59642,train
7100059,3.28892,train
1543389,3.44682,train
2236475,3.35278,train
4021179,2.40777,train
1507038,3.18231,train
7150048,2.0003,train
2202381,3.45055,train
1515903,3.6885,train
4031307,5.17214,train
2100242,4.89987,train
4078685,2.34069,train
1100398,3.17866,train
1506248,1.90081,train
7215892,2.6189,train
1504550,2.1718,train
4060240,2.07774,train
4070904,2.01375,train
2102563,5.1768,train
4303999,0.0,train
2018990,4.07247,train
2202687,2.90676,train
7154790,4.56274,train
7111097,3.30198,train
4109118,2.01276,train
2100608,2.47704,train
2218926,3.55714,train
4324446,3.22551,train
4024925,4.43347,train
7100433,3.1304,train
2100743,3.6179,train
7205401,4.69631,train
4335238,3.0061,train
2236968,2.05535,train
2230674,1.97709,train
4072069,1.92826,train
4028953,3.7568,train
1506819,1.97416,train
2013974,3.21677,train
4509798,3.03748,train
2212686,3.43217,train
7203097,2.04972,train
7220119,1.89403,train
4073112,2.72949,train
7153342,3.49033,train
4063307,2.76312,train
1520414,3.24491,train
4024219,4.0638,train
7153114,2.44906,train
1520185,3.60039,train
1515925,3.90934,train
4022530,1.6605,train
2216524,2.25056,train
4000924,1.49527,train
2006075,5.59685,train
4068411,1.5699,train
2218571,2.7852,train
4319422,2.42174,train
2211275,3.3771,train
2002067,3.57601,train
4118863,2.3125,train
4503950,2.19302,train
7212026,4.523,train
2237902,2.817,train
1504915,2.83136,train
7152728,3.77521,train
1520287,3.25218,train
2241237,3.58902,train
4066598,1.8451,train
1514220,2.023,train
8102477,4.06492,train
4030973,2.30281,train
7151724,3.03926,train
2011801,3.0919,train
2018558,2.0888,train
2010214,4.49062,train
2237283,4.83305,train
4030611,3.38907,train
2224944,1.17967,train
7204617,1.22078,train
2200321,3.75345,train
2101221,5.19519,train
2203698,4.78067,train
4082178,1.9302,train
1503553,3.72385,train
1512086,3.56163,train
7117266,3.9116,train
2104102,1.5546,train
2213950,4.81244,train
7150063,2.09779,train
8101221,1.2579,train
2208541,6.96875,train
7053271,2.3615,train
8103158,2.29243,train
4102392,1.69709,train
4512821,2.40736,train
2004880,4.79251,train
4026594,3.04872,train
7214936,2.7602,train
7150524,1.06922,train
7112583,2.80703,train
7224883,5.58029,train
2105569,3.8226,train
2239503,3.53352,train
2240997,2.41532,train
7153656,4.38644,train
4027509,4.0422,train
7153059,1.83664,train
7009432,2.19611,train
7150039,3.33634,train
2102187,1.43905,train
1506532,2.53558,train
4066977,2.50019,train
4021789,2.47998,train
4113573,2.33511,train
7152021,3.8096,train
7214418,4.85473,train
1512032,3.04736,train
7115670,4.76902,train
7050551,2.33749,train
7152853,4.82663,train
1100829,1.65096,train
4079865,2.3393,train
2215438,4.35453,train
2006870,4.3762,train
2236284,3.28335,train
4069973,2.45789,train
4020987,2.6703,train
1505965,2.54691,train
7208264,2.72629,train
7224860,1.90514,train
2007083,3.0551,train
7205402,4.569,train
2202792,2.97139,train
4124725,4.212,train
8101867,3.95323,train
4022555,1.88253,train
7203855,2.78627,train
4023776,4.36775,train
4022865,4.17847,train
7205377,3.00769,train
2206536,1.66597,train
4508708,3.08062,train
8101562,3.3852,train
4503825,1.45717,train
4025769,3.58544,train
2014649,3.49015,train
4021902,1.03344,train
2012380,5.13967,train
2207563,3.4516,train
4077812,4.0371,train
2237462,1.84244,train
2003636,3.17795,train
2206111,1.93669,train
7219670,3.11381,train
4075721,2.57867,train
7053273,2.40192,train
7201463,1.7815,train
4030105,2.47475,train
1505871,3.24022,train
7053270,2.3095,train
4508048,3.02642,train
2104786,5.25343,train
4063769,4.4477,train
4500158,3.33458,train
4030976,2.27235,train
7153691,4.42938,train
4022929,1.4403,train
4077151,2.69178,train
2211171,2.15749,train
4331193,3.2999,train
2231053,3.353,train
4020033,2.77338,train
2215923,3.03132,train
2007772,4.20834,train
4075364,1.7198,train
4501021,2.41593,train
4028900,2.45618,train
1502903,3.2764,train
2220269,3.12808,train
4507987,3.1882,train
2014176,3.83144,train
2222689,4.54037,train
2209686,2.2218,train
4076846,3.25336,train
1506513,2.78278,train
4020704,2.97892,train
2224358,3.12422,train
7028988,2.655,train
4500433,3.24467,train
4025886,2.8168,train
4302584,4.12812,train
7006119,4.80686,train
1507264,2.6854,train
7154022,2.09643,train
4023830,3.69419,train
2200631,3.8835,train
7208903,1.67563,train
2012722,3.50284,train
2230583,4.98599,train
2212251,2.74132,train
2015621,2.57434,train
1518377,4.16629,train
4020895,4.27764,train
4122317,2.69222,train
4504359,2.6398,train
2107396,5.6383,train
1501753,2.17365,train
2005623,4.90174,train
7040751,3.05447,train
2235045,4.54295,train
7001078,1.92287,train
2100170,4.25183,train
2006614,2.99454,train
4075498,3.43726,train
1502942,3.40664,train
2222814,2.54726,train
2205637,2.6722,train
7004142,5.03671,train
1519318,1.30317,train
7107480,2.3981,train
4024777,3.51088,train
2205031,1.93988,train
2010615,2.1106,train
2016292,2.43184,train
2207293,1.9962,train
4114135,3.19678,train
4025749,4.55338,train
2014297,4.32713,train
1503376,3.02845,train
2105105,5.12702,train
2236196,3.51265,train
2202813,1.04376,train
4031940,2.98163,train
2215559,2.07745,train
2008282,2.30481,train
2224513,3.7098,train
4020288,4.57372,train
2208860,2.4528,train
2100171,4.15696,train
2226942,2.36191,train
4021111,3.85272,train
7151449,3.33839,train
4027242,2.46176,train
2001789,1.51239,train
7150078,1.72573,train
4084729,2.51626,train
4508434,1.85826,train
7213019,4.36907,train
4109195,2.50382,train
1502326,1.66289,train
1502257,4.32118,train
4027521,1.23688,train
4510944,4.62939,train
2228149,2.05605,train
7104602,1.17293,train
4028044,2.25928,train
2227559,3.00384,train
4028616,3.45404,train
4504009,2.9113,train
4075590,1.82757,train
8101092,2.25896,train
2233620,3.54371,train
7052337,2.92048,train
7154795,2.24263,train
2239910,2.55618,train
2007152,4.97942,train
4100614,3.51429,train
2226586,3.20207,train
1516358,2.47188,train
4082318,2.65719,train
1542702,2.69785,train
7152705,3.00023,train
7012020,4.8702,train
4026915,3.66783,train
4025250,3.2952,train
1504034,3.99096,train
4021271,3.71271,train
2241074,2.21814,train
2212056,2.4314,train
2202945,2.48271,train
7151027,3.24211,train
4023812,2.1486,train
1543051,4.45272,train
2016306,2.6686,train
4020749,3.53963,train
2300008,2.25798,train
1505250,2.81357,train
7217457,2.5774,train
2010350,5.1021,train
2234003,2.47648,train
2011410,2.98396,train
1506469,3.1388,train
2010145,3.60727,train
2010332,4.68616,train
4025408,5.74857,train
1100535,4.01603,train
4031080,2.90972,train
4101660,3.77499,train
2234064,2.80541,train
7223715,5.86783,train
4023177,3.1658,train
4031809,3.03651,train
4112569,1.37098,train
7024388,3.9774,train
4503952,1.93976,train
4070813,3.319,train
7202788,4.82999,train
4020417,4.24288,train
4022602,4.19121,train
4504534,2.02769,train
4512828,3.98805,train
2018387,4.53943,train
7114640,3.10463,train
7204770,2.74837,train
7151989,4.2298,train
2219617,3.50114,train
1543087,2.1844,train
2226688,2.55021,train
2217205,3.94314,train
4024681,1.42552,train
4075501,2.58891,train
4120464,3.55283,train
2005533,4.215,train
7100391,3.49165,train
2211262,2.11405,train
4512455,3.14939,train
7213528,3.29313,train
4100438,3.4358,train
4069142,3.24802,train
2230186,2.08358,train
2241798,2.60531,train
7105918,3.38607,train
7151862,3.07234,train
4113017,1.12989,train
4062110,2.23835,train
2231798,1.80844,train
4024197,3.54812,train
4116108,1.78008,train
4026684,4.23065,train
2206842,4.374,train
2228938,2.47137,train
7153626,2.99888,train
2207414,2.63933,train
4343391,2.10882,train
4119103,4.05511,train
4508220,3.2542,train
5000001,3.78639,train
2014390,2.53251,train
8101081,2.89576,train
4106879,3.84319,train
4064891,2.24873,train
2224125,2.73692,train
4116153,5.24779,train
1505509,2.57747,train
4319796,3.34038,train
2102305,4.47547,train
4026464,4.0679,train
2103893,4.41964,train
2010783,2.2532,train
2205056,3.39231,train
7106947,3.3868,train
4343944,4.45553,train
2226488,3.67632,train
2002917,1.98748,train
2007219,2.47777,train
7151167,3.56497,train
2217839,5.04087,train
4060449,2.46089,train
4074098,2.3247,train
4027613,4.0648,train
4501731,2.76406,train
7154226,3.678,train
4025955,1.00557,train
2009199,2.83627,train
2238151,4.67278,train
5000172,5.4562,train
7053852,3.1582,train
7202432,3.74154,train
2207578,3.04773,train
7219103,5.28697,train
7105757,3.11156,train
7207558,3.33302,train
1514702,4.01216,train
2214649,3.52293,train
2002075,1.8836,train
1100276,3.63457,train
4025381,2.0734,train
2101097,3.73552,train
7200564,2.77824,train
7215745,4.43419,train
2219256,2.99434,train
4020852,3.53771,train
4105254,5.28148,train
4113541,3.53726,train
1543338,2.1779,train
7109970,4.03612,train
7206296,3.65759,train
4029522,3.81975,train
4071575,2.82149,train
4503133,3.66126,train
4111026,2.9915,train
1502201,4.38503,train
2218701,1.80841,train
4077059,1.87791,train
1518436,5.81306,train
4068625,1.244,train
4067182,1.81807,train
7051152,4.68801,train
2232013,2.88492,train
7021006,2.55237,train
1519873,2.39259,train
2017252,5.9699,train
1503585,3.60646,train
2102855,4.03729,train
7214756,1.8415,train
4026643,3.10559,train
1508300,4.1905,train
4030995,2.8122,train
7200614,4.26404,train
7105247,3.72948,train
4065149,3.4593,train
2019206,1.98823,train
7037846,2.21984,train
7200616,3.27836,train
7216907,4.57145,train
1513692,0.99528,train
7208831,3.51037,train
1515392,2.86134,train
2239941,2.94546,train
4028712,5.03945,train
1505069,2.70373,train
2009687,3.17107,train
4124416,2.33143,train
4026989,2.22663,train
7051697,2.44866,train
1513955,1.67,train
2014787,4.44007,train
2228822,2.93842,train
7151287,2.98068,train
4023689,2.71974,train
2004500,0.55957,train
2214139,2.08585,train
2007408,4.55164,train
2227174,1.83427,train
2015114,2.02194,train
7107011,3.57927,train
2207717,2.11034,train
2008534,3.21864,train
2001948,3.17161,train
4030117,3.86765,train
4026769,1.96032,train
7216282,2.09922,train
8000017,1.17859,train
2240652,4.13179,train
4507898,0.82435,train
2200469,3.3935,train
2005331,3.86776,train
2234904,2.5156,train
2210310,5.19504,train
4508338,3.03815,train
2011562,4.41555,train
7225718,2.24229,train
4022177,1.71082,train
4066104,1.98743,train
4070006,5.52258,train
1505964,2.52995,train
2204196,2.0998,train
1506287,3.22319,train
2213556,2.34065,train
1505611,2.73818,train
4022759,2.66345,train
2224206,3.31032,train
2104411,4.2877,train
7054720,3.92567,train
7151903,3.29768,train
7217714,1.54294,train
2017083,3.42993,train
4028035,2.38421,train
4028433,3.48673,train
7216285,2.14626,train
7226178,2.19013,train
2220312,2.33235,train
2241401,3.86882,train
4029644,3.13814,train
4027307,2.00653,train
2215828,3.157,train
2013476,3.3539,train
7151179,3.19704,train
2013102,5.41086,train
2003051,3.19611,train
7152092,4.42403,train
2227300,3.09455,train
2216838,2.71457,train
7101234,5.03341,train
1503852,2.01118,train
2208198,2.79365,train
7151815,0.96432,train
7150661,3.94705,train
4103475,1.3021,train
7107840,2.54408,train
2239767,2.49116,train
4107584,3.07402,train
4508831,2.33418,train
1517565,2.91439,train
7111829,3.0991,train
2237566,5.40386,train
5000072,3.0241,train
4513239,3.59637,train
1543168,3.0622,train
7104280,1.89634,train
2221786,2.27132,train
7019699,3.27669,train
2230644,3.405,train
8100073,3.47261,train
2217418,2.89859,train
7113329,3.16303,train
2006725,5.79329,train
7150832,4.09066,train
2300264,4.25465,train
2101908,1.28325,train
2000233,3.17108,train
1504099,2.94669,train
4066166,3.54013,train
4029014,3.42353,train
2104784,5.08911,train
4077787,3.56096,train
2014265,3.3018,train
4340541,2.33898,train
1100275,3.13206,train
4331745,1.78428,train
7150640,2.54584,train
4114985,2.2982,train
1508887,3.04457,train
4503598,2.04498,train
1541800,2.45988,train
2104821,4.66437,train
4065826,3.821,train
4020865,1.82014,train
4024797,3.57892,train
7114415,3.46316,train
5000199,5.23435,train
7011352,2.67107,train
4022032,3.5219,train
1507037,3.20236,train
2001268,2.47196,train
2005843,1.92608,train
8102360,2.25531,train
1502683,3.46066,train
2232262,3.34276,train
2227104,2.89067,train
4113018,2.82898,train
4070825,3.44596,train
2007736,2.55457,train
7201324,2.47413,train
1529873,3.87103,train
1503796,2.68694,train
2207773,2.39878,train
2205848,1.54225,train
2208505,3.8036,train
1508545,1.3649,train
2216837,3.4214,train
2103481,4.48139,train
7203264,4.61104,train
7216590,2.02231,train
4020278,2.8125,train
4108419,2.8808,train
1542368,2.0749,train
2236583,3.23882,train
4103001,2.37167,train
2201223,5.8635,train
2232145,1.7693,train
2100603,3.12071,train
4020751,2.77253,train
1519511,5.84812,train
2007443,3.81999,train
4022272,4.25348,train
4124381,2.75594,train
9007657,4.73689,train
2218355,3.92671,train
7117701,2.83572,train
4031907,4.86023,train
4504971,5.10841,train
2240985,2.32607,train
4063914,3.04251,train
2222560,3.09026,train
4028508,2.9389,train
4513411,3.15003,train
7213760,0.57832,train
2203207,3.04399,train
2013366,2.89628,train
1515617,2.90163,train
4107817,1.42199,train
4030963,3.07397,train
2238965,1.62568,train
7107767,4.02679,train
4073680,1.78267,train
7106339,1.97864,train
2200357,2.74515,train
4121699,2.57334,train
2208039,3.50158,train
4027218,3.03472,train
1503942,3.30252,train
4029524,3.78184,train
4067391,2.22642,train
4021508,3.48894,train
2234822,1.64322,train
7207715,4.73834,train
8100045,3.32621,train
2211197,2.718,train
1543347,3.74096,train
2100531,1.57364,train
8102080,2.74468,train
1100815,2.1421,train
4508693,1.54814,train
7219486,4.20391,train
7104547,2.58007,train
1504301,3.1384,train
8102491,3.23306,train
1513540,4.391,train
2210782,0.92216,train
2226787,1.93718,train
4114134,3.19767,train
2232979,2.4544,train
2235997,2.16944,train
4110558,1.50536,train
4509831,2.68579,train
4114974,2.91321,train
4076125,2.5802,train
7202387,3.57729,train
1542992,1.522,train
1504486,4.2351,train
7207562,3.47043,train
8100400,2.9456,train
4028408,2.32748,train
1504971,3.37252,train
1505340,4.52003,train
7117150,3.83157,train
4082717,1.52905,train
4118124,3.01133,train
2215314,4.5201,train
4031151,3.81245,train
4308321,3.69508,train
4028344,3.33807,train
7222506,3.71104,train
2101128,1.99052,train
2202112,3.45028,train
4081129,1.76725,train
4101736,2.20921,train
1506344,3.67044,train
1504377,3.63498,train
1503556,3.61461,train
2011365,1.47991,train
2300454,4.66,train
4077971,2.41442,train
2211991,3.7038,train
2237698,2.37994,train
7150050,2.66065,train
1505973,3.70289,train
2201335,3.88755,train
2015580,2.3478,train
1540572,2.22698,train
2215397,3.73898,train
2107965,2.13907,train
7150294,3.05925,train
4338590,3.5329,train
1514872,1.9398,train
7117784,4.06424,train
4025660,3.67709,train
2003921,3.72923,train
2203550,4.90153,train
4065264,3.87769,train
7154894,4.2153,train
2008072,4.9046,train
4031934,3.16258,train
2206398,3.65889,train
1540520,2.77835,train
2225118,1.91617,train
4063738,1.56948,train
2239032,2.38568,train
4029991,1.3496,train
4075915,3.4521,train
1506873,5.1162,train
7151830,3.20315,train
2210043,2.86214,train
2223620,3.48088,train
2228545,2.75131,train
4023250,6.44787,train
1507010,3.18395,train
4063309,2.711,train
2009451,2.91122,train
7151922,1.71068,train
3500033,3.14264,train
2010131,3.64812,train
2206667,2.42659,train
2232754,2.05036,train
4062904,3.04295,train
2232700,1.6994,train
2234662,3.49422,train
2201484,1.68405,train
2234322,2.36091,train
2241813,2.66526,train
2205877,2.18866,train
7218870,1.47846,train
7106863,4.85306,train
4070474,1.96517,train
7152455,3.05512,train
1505196,2.347,train
4028070,3.85638,train
4109867,2.24487,train
4024733,3.34141,train
4025032,2.84294,train
4505256,4.81844,train
4025050,3.06863,train
2233897,1.67058,train
4101760,3.43906,train
7151581,1.18119,train
4111082,3.72492,train
2205748,2.93425,train
7152710,3.47288,train
1507178,4.0791,train
4082838,2.67776,train
2200839,3.9189,train
4509412,2.57917,train
4024926,4.45546,train
7008135,2.39485,train
4101879,3.11014,train
4020281,2.33826,train
7225494,2.28757,train
7152220,3.06372,train
2232426,3.39828,train
4116117,1.57157,train
4061578,2.5645,train
7214067,2.19006,train
2100673,4.70354,train
2001558,3.5139,train
4028157,2.77897,train
4085076,2.43967,train
4025132,4.44219,train
1504817,2.21076,train
2007080,3.32218,train
7153841,2.78178,train
2223357,1.55887,train
4027518,3.01669,train
2213757,2.66659,train
4062529,2.70607,train
4025987,3.63645,train
2003550,1.70274,train
2019482,3.90742,train
2238780,3.28398,train
4062203,1.75804,train
2203590,2.3554,train
1508859,2.43176,train
2221770,3.9176,train
2201781,3.20615,train
1508815,3.94571,train
2214025,3.0699,train
1100834,3.15564,train
4028524,2.68145,train
7226240,2.17542,train
2217667,3.67325,train
2216740,3.26925,train
4119919,2.46171,train
4065226,3.5862,train
7105733,3.91896,train
4031081,3.01404,train
4026426,3.04749,train
1507841,2.76842,train
2204588,3.56022,train
2003044,2.27571,train
1502093,3.93096,train
1515301,5.31986,train
7150400,3.89963,train
5000262,4.45234,train
4064762,3.45819,train
7223873,1.4057,train
1507112,5.80661,train
1505114,1.9529,train
4028256,2.30841,train
4028771,2.74291,train
7217795,2.67873,train
2105100,5.26121,train
4027284,3.2843,train
2213542,4.4247,train
2105859,4.01813,train
8101438,2.9372,train
7150434,5.38796,train
4107223,3.55752,train
2205560,1.87473,train
7154809,2.33674,train
1505895,4.54987,train
2100150,3.72053,train
7214754,1.432,train
7105780,2.22148,train
2219927,2.86658,train
2014085,3.126,train
2227083,3.19526,train
7213315,5.51687,train
4028239,3.31075,train
4027580,3.4363,train
2203342,3.54897,train
4027065,2.12371,train
4027838,3.25059,train
4062100,3.0448,train
7208127,3.1123,train
4062129,3.5591,train
4072937,3.1555,train
1501839,3.6366,train
2237027,2.21436,train
2200694,2.67685,train
7106099,3.74166,train
4511540,2.99831,train
1511804,8.1606,train
4020777,3.6758,train
7154919,2.84501,train
1508631,3.93006,train
4026196,3.68948,train
7213703,3.35945,train
4116372,3.7252,train
7215712,2.88143,train
2238049,2.80826,train
7151466,2.94008,train
4504360,2.5349,train
1503559,1.9457,train
2237569,3.12834,train
8100758,1.29096,train
2215558,1.77661,train
2236729,2.4031,train
4123184,2.81531,train
4105554,2.4833,train
4022526,3.6476,train
7150149,4.89423,train
4031019,3.61862,train
2233778,1.8658,train
2204805,4.65368,train
1502372,2.59538,train
4024013,2.3315,train
1504445,3.58617,train
2209388,1.76133,train
7206879,3.146,train
4028966,3.0439,train
2239150,3.49916,train
2010914,4.12592,train
1508730,2.90675,train
2215335,2.33455,train
7150793,1.77938,train
2104169,5.15836,train
1512286,3.26093,train
2203987,1.41804,train
2014177,3.82642,train
7117464,1.69954,train
4065697,1.96173,train
4504084,4.46641,train
7115541,3.63516,train
2104247,4.17267,train
1542443,1.4525,train
2205365,2.446,train
2011525,1.99761,train
2016097,3.06471,train
1512278,3.46693,train
2234419,4.85132,train
7206175,2.90058,train
1519849,3.36529,train
2204085,2.61529,train
2003030,2.42972,train
7111752,4.406,train
4031556,2.70187,train
4022252,4.06454,train
2235160,2.99591,train
4308011,2.97725,train
1507720,3.33513,train
4022058,3.1327,train
2100168,4.42908,train
2100766,2.1482,train
2206799,2.2455,train
1501868,2.93301,train
7154599,2.74805,train
2004536,4.20622,train
2007737,3.72312,train
4075286,2.797,train
4029280,3.29582,train
4307499,3.50787,train
2209215,2.89241,train
2239166,3.01801,train
2018757,5.05818,train
4510626,3.05383,train
7110592,2.94271,train
7150481,1.9968,train
2006667,3.14916,train
7154446,2.94893,train
2104853,4.39461,train
1506662,1.87653,train
2007458,3.27344,train
2225458,2.70569,train
2236758,2.2324,train
4321371,1.21141,train
2220965,3.0952,train
4029896,1.95208,train
7215876,4.12286,train
2214624,1.74434,train
4508670,3.53034,train
2012156,1.99453,train
4020783,3.49518,train
1507839,3.519,train
2017959,2.4234,train
7225252,5.40998,train
4081008,2.67465,train
2223142,2.3135,train
4334747,3.08892,train
7016137,3.82673,train
4513121,2.02953,train
2103330,3.91205,train
4026399,4.53899,train
7218743,1.16112,train
1519797,3.7459,train
7214435,3.57239,train
2217057,3.85381,train
2202346,3.39015,train
4512813,3.3364,train
7109913,1.53158,train
2203965,3.67166,train
7006432,4.55507,train
2014845,2.27706,train
2009680,2.3924,train
2006748,2.1736,train
2222184,2.43104,train
2008572,3.91204,train
2019410,2.79099,train
2103890,4.3535,train
2100436,4.22725,train
2214284,1.03849,train
2201266,4.3975,train
4064682,1.49314,train
7053419,2.94359,train
1514172,4.06337,train
1503101,4.40724,train
2015511,5.28775,train
4513307,1.94135,train
2018247,3.01334,train
1540706,2.8023,train
2105845,5.22928,train
2102162,3.71575,train
4027517,1.886,train
4508154,4.71572,train
2208085,3.84739,train
4025500,3.67132,train
1504506,4.14672,train
2300271,3.91602,train
2014384,2.11048,train
2214264,3.26191,train
2205022,4.3912,train
4077326,2.55257,train
4026456,2.417,train
2017945,4.48346,train
1516607,3.9383,train
1543109,2.9299,train
1542284,3.8916,train
4112257,1.73561,train
4078718,1.68406,train
8102507,1.64341,train
7152914,4.58038,train
7203295,2.32269,train
2226672,2.60726,train
4120971,1.92124,train
2224390,4.02151,train
2013612,2.8306,train
4063895,3.48687,train
4028505,3.03469,train
4510572,2.12307,train
2004743,2.98321,train
1506275,3.23228,train
7150454,3.66556,train
1518263,2.51748,train
4512779,3.80347,train
7153350,2.70828,train
4113880,4.27325,train
2202522,2.28272,train
4079767,3.12858,train
7150327,1.29881,train
1502132,2.73682,train
7151548,3.6901,train
4101589,3.51886,train
7153846,3.13153,train
2205929,3.35235,train
4506191,3.43982,train
2209367,2.98117,train
7154306,2.37608,train
1516002,3.87448,train
4026085,3.16565,train
4029983,4.78232,train
2000932,3.35186,train
4024199,2.53148,train
1516370,2.12971,train
4067987,4.17355,train
4061264,4.7141,train
7114854,4.42091,train
5000306,3.02458,train
4027325,3.2036,train
7019852,3.00431,train
4026676,2.8073,train
2230645,3.09377,train
4023739,2.61939,train
7102418,2.61555,train
1506207,2.41174,train
4060087,2.32063,train
7212663,3.37837,train
1542953,1.93712,train
2223964,2.16136,train
4027610,2.23164,train
4029028,2.73865,train
4029893,3.11174,train
2104631,4.29796,train
2100994,4.02436,train
4021625,3.59887,train
1504534,1.59358,train
1508731,2.71263,train
7214764,3.74808,train
2202631,3.68694,train
4026840,2.78173,train
4024211,3.24001,train
7107660,3.45871,train
4028289,2.31007,train
2239743,2.88669,train
2014326,2.90718,train
2232070,3.40114,train
2239601,1.26429,train
4114611,2.38798,train
7000101,5.01752,train
7206488,3.71321,train
4104703,2.53572,train
2219226,4.49031,train
8102301,2.73207,train
1503365,3.18477,train
7050146,5.17061,train
2221433,2.98169,train
2007015,3.9104,train
7207803,3.2893,train
2224525,3.56192,train
4116206,1.24724,train
2003728,2.34229,train
7219804,2.51051,train
4028577,2.63,train
2232897,3.05561,train
2015917,1.87525,train
7212665,3.60043,train
7219096,5.2064,train
1502566,0.67633,train
2224624,2.0767,train
4023720,3.4444,train
1519904,4.59158,train
8102084,3.01638,train
4030960,1.64093,train
2229128,3.24395,train
2009671,3.56882,train
7218413,3.33345,train
4023981,3.73528,train
4027870,2.97005,train
2227150,1.71467,train
2014328,3.66529,train
4113548,3.34115,train
1100529,2.71805,train
7110407,2.49634,train
4022267,2.32873,train
2215450,3.89719,train
4073392,3.99021,train
2200310,1.50945,train
5000153,3.3922,train
2201569,4.34995,train
2005944,3.86019,train
4102521,3.05591,train
4023354,3.51593,train
7152008,3.3599,train
2237362,3.24683,train
4022460,3.69428,train
4102530,1.4173,train
1517549,1.74259,train
2225708,2.3006,train
7051205,2.60133,train
4020340,4.87161,train
7054651,3.0313,train
2240611,4.10179,train
4077156,2.3904,train
4021448,2.04254,train
4107370,4.25518,train
2003427,4.10654,train
4070257,3.1908,train
4031487,2.78828,train
7206434,2.8978,train
7152414,2.15143,train
1504238,2.19999,train
7220020,3.64005,train
7208860,2.08665,train
2202514,4.66032,train
1506921,4.48156,train
4020082,3.87566,train
4506821,3.55302,train
2209765,3.31494,train
2017944,5.71437,train
7155109,2.74862,train
2216296,2.39725,train
2106451,3.28646,train
1518549,3.6416,train
1543528,5.03391,train
7151888,3.38224,train
2217099,3.05404,train
4504866,2.8389,train
4028364,3.88842,train
4023858,3.50294,train
1508738,4.14813,train
7111225,5.00781,train
7150965,3.16059,train
4070529,2.30915,train
2012248,1.38221,train
7223964,2.68666,train
2010741,3.66685,train
4023044,2.33128,train
4026489,5.32459,train
4344171,1.93851,train
